Player,PPG,APG,RPG,SPG,BPG,G
James Harden 23 24,17.6,8,4.8,1.4,1,27
Jaden Hardy 23 24,7.6,1.4,1.9,0.4,0,29
Ron Harper Jr. 23 24,0,1,0,0,0,1
Gary Harris 23 24,7.2,1.9,1.7,0.9,0.2,25
Joe Harris 23 24,2.3,0.8,0.9,0.3,0.2,12
Tobias Harris 23 24,17.2,3.1,6.1,1,0.5,32
Shaquille Harrison 23 24,0.7,0,0.7,0,0.3,3
Josh Hart 23 24,7.5,2.8,6.1,0.9,0.2,33
Isaiah Hartenstein 23 24,6.2,1.7,6.9,1,0.9,33
Sam Hauser 23 24,8.6,1,3.6,0.5,0.3,32
Jordan Hawkins 23 24,10.4,1.5,3.1,0.4,0,28
Jaxson Hayes 23 24,3,0.3,1.9,0.2,0.3,30
Killian Hayes 23 24,8.5,4.2,2.9,1,0.5,28
Gordon Hayward 23 24,14.5,4.6,4.7,1.1,0.5,25
Scoot Henderson 23 24,12.4,4.8,2.8,0.6,0.3,23
Taylor Hendricks 23 24,5.3,0.5,2.5,0.7,0.5,11
Tyler Herro 23 24,23.4,4.5,5.5,1.3,0.1,15
Buddy Hield 23 24,12.8,2.6,3.4,0.8,0.7,32
Haywood Highsmith 23 24,6,1.4,2.9,1.1,0.6,21
Nate Hinton 23 24,2.4,0.2,1,0,0,5
D'Moi Hodge 23 24,2,0.7,0,0.1,0.1,7
Aaron Holiday 23 24,7.1,1.8,2,0.5,0.1,29
Jrue Holiday 23 24,13.1,4.7,6.6,0.9,0.8,29
Justin Holiday 23 24,4.4,1.2,1.5,0.7,0.1,19
Richaun Holmes 23 24,3.4,0.5,3.8,0.1,0.4,16
Chet Holmgren 23 24,17.7,2.5,7.8,0.7,2.7,31
Jalen Hood-Schifino 23 24,2.6,0.7,0.9,0.3,0.1,7
Al Horford 23 24,7.5,2.9,7,0.4,1,27
Talen Horton-Tucker 23 24,11,4.3,2.6,1,0.4,29
Danuel House Jr. 23 24,3.4,0.8,1.3,0.3,0.1,20
Caleb Houstan 23 24,3.3,0.4,1.7,0.1,0,23
Jett Howard 23 24,1.6,0.3,0.4,0,0,9
Kevin Huerter 23 24,10.4,2.6,3.7,0.6,0.3,30
Jay Huff 23 24,1,0,0,0,0,2
De'Andre Hunter 23 24,14.9,1.4,4.1,0.8,0.4,24
Bones Hyland 23 24,7.6,1.8,1,0.5,0,15
Joe Ingles 23 24,4.9,3.4,2.8,0.8,0.1,24
Brandon Ingram 23 24,23.3,5.5,4.8,0.8,0.5,30
Kyrie Irving 23 24,22.5,5.1,4.2,1.1,0.3,18
Jonathan Isaac 23 24,6.4,0.3,4.1,0.9,1.2,21
Jaden Ivey 23 24,13,3.1,3.6,0.8,0.6,29
Andre Jackson Jr. 23 24,2.4,0.9,1.6,0.3,0,27
Gregory Jackson II 23 24,2,0,0.8,0.3,0.3,4
Isaiah Jackson 23 24,7.4,0.9,4.4,0.6,1.3,24
Jaren Jackson Jr. 23 24,21,1.7,5.5,0.8,1.6,32
Reggie Jackson 23 24,12.3,4.4,2.2,0.7,0.2,35
Trayce Jackson-Davis 23 24,5.7,0.9,4,0.3,0.7,22
LeBron James 23 24,25.4,7.4,7.4,1.4,0.7,31
Jaime Jaquez Jr. 23 24,13.7,2.6,3.9,1.1,0.3,33
DaQuan Jeffries 23 24,1.1,0.2,0.5,0,0,10
Ty Jerome 23 24,2,1.5,0.5,0,0,2
Isaiah Joe 23 24,9.3,1.1,2.3,0.7,0.4,31
Cameron Johnson 23 24,14.9,2.4,4.9,0.8,0.1,25
Jalen Johnson 23 24,14.6,2.7,8.1,1,0.9,18
James Johnson 23 24,0.7,1.3,1,0.3,0,3
Keldon Johnson 23 24,17.6,3.9,6.3,0.9,0.2,30
Keon Johnson 23 24,12,1,1,1,1,1
Keyontae Johnson 23 24,0,0,0,0,0,1
Nikola Jokic 23 24,25.7,9.1,12.3,1.1,0.9,34
Colby Jones 23 24,2.6,0.2,1.3,0.2,0.1,12
Damian Jones 23 24,1.3,0.3,1.1,0.2,0.2,13
Derrick Jones Jr. 23 24,10.3,1,3.8,0.9,0.8,33
Herbert Jones 23 24,10.5,2.6,3.9,1.4,1,30
Tre Jones 23 24,8.2,4.9,2.8,0.8,0.1,28
Tyus Jones 23 24,12.6,5.5,3,1.2,0.3,32
DeAndre Jordan 23 24,4.8,1.1,5.3,0.4,0.5,14
Cory Joseph 23 24,1.7,1.7,0.8,0.3,0.1,15
Nikola Jović 23 24,4.9,2,4,0.3,0.1,7
Johnny Juzang 23 24,0,1,0,0,0,1
Luke Kennard 23 24,9.2,2,2.9,0.6,0.1,9
Walker Kessler 23 24,9,0.8,8.1,0.5,2.7,26
Braxton Key 23 24,0.9,0.7,0.7,0.1,0,9
Corey Kispert 23 24,11.6,1.5,2.2,0.4,0.2,31
Maxi Kleber 23 24,3.4,2,4.2,0.2,0.2,5
Kevin Knox 23 24,7.4,0.5,2.3,0.5,0.2,15
John Konchar 23 24,3.6,1.4,4.1,0.8,0.7,25
Furkan Korkmaz 23 24,1.9,0.5,0.5,0.5,0,21
Luke Kornet 23 24,5.6,0.8,3.6,0.4,0.9,19
Jonathan Kuminga 23 24,12.5,1.3,4,0.6,0.3,31
Kyle Kuzma 23 24,23.1,4.3,6.2,0.3,0.6,32
Jock Landale 23 24,2,0.5,1.9,0.3,0.3,20
Jake LaRavia 23 24,3.3,0.6,1.4,0.1,0,8
Zach LaVine 23 24,21,3.4,4.9,0.9,0.2,18
A.J. Lawson 23 24,4.3,0.5,1.2,0.5,0.1,13
Saben Lee 23 24,3.7,1.6,1.1,0.3,0.3,7
Alex Len 23 24,1.9,1.1,3.2,0.1,0.7,9
Kawhi Leonard 23 24,24.4,3.6,5.9,1.6,0.7,28
Caris LeVert 23 24,16,3.9,3.4,1,0.4,25
Kira Lewis Jr. 23 24,3.1,1.4,0.8,0.4,0.1,13
Maxwell Lewis 23 24,0.3,0.3,0.3,0.2,0,12
E.J. Liddell 23 24,1.3,0,0.7,0,0.3,3
Damian Lillard 23 24,25.5,6.8,4.5,1,0.2,31
Nassir Little 23 24,5.2,0.7,2.6,0.4,0.3,23
Dereck Lively II 23 24,9,1.2,7.7,0.6,1.4,28
Isaiah Livers 23 24,4.5,1.1,1.9,0.5,0.2,17
Chris Livingston 23 24,1.3,0.3,0.9,0.1,0,7
Kenneth Lofton Jr. 23 24,2.6,0.9,1,0.2,0.2,15
Kevon Looney 23 24,5.3,2.6,7.5,0.6,0.3,32
Brook Lopez 23 24,12.8,1.4,5.1,0.7,3.1,33
Robin Lopez 23 24,1,0.3,0.1,0,0.1,8
Kevin Love 23 24,9.7,2.6,6.6,0.3,0.2,26
Kyle Lowry 23 24,9.3,4.1,3.6,1.1,0.3,29
Seth Lundy 23 24,1.3,0,0.8,0,0,4
Trey Lyles 23 24,7.1,1.4,5.2,0.1,0.4,18
Théo Maledon 23 24,4.2,2.2,1.8,0.5,0,13
Sandro Mamukelashvili 23 24,2.9,1.3,2.2,0.2,0.2,17
Terance Mann 23 24,6.7,1.9,3.3,0.7,0.3,26
Tre Mann 23 24,3.2,1.3,1.4,0.3,0,12
Boban Marjanović 23 24,2.5,1,2.3,0,0.3,4
Lauri Markkanen 23 24,23.2,1.6,8.5,1,0.6,24
Naji Marshall 23 24,8.1,2.4,4,0.7,0.2,24
Caleb Martin 23 24,11,2.3,5.1,0.8,0.3,20
Cody Martin 23 24,6.6,2.2,2.6,1.8,0.8,5
KJ Martin 23 24,1.8,0.5,0.9,0.5,0.1,20
KJ Martin 23 24,5,0.5,1.5,1,0.5,2
KJ Martin 23 24,1.4,0.5,0.8,0.4,0,18
Garrison Mathews 23 24,2.7,0.3,1.1,0.4,0.2,20
Bennedict Mathurin 23 24,14,1.9,3.9,0.6,0.2,32
Wesley Matthews 23 24,2.2,0.7,1.4,0.5,0.2,18
Tyrese Maxey 23 24,26.1,6.5,3.8,0.8,0.5,31
Skylar Mays 23 24,6.4,3.7,1.6,0.7,0.2,20
Miles McBride 23 24,2,0.5,0.3,0.3,0,20
CJ McCollum 23 24,19.9,5.1,4,1.5,0.8,20
T.J. McConnell 23 24,7.6,4.8,2.6,0.9,0.1,24
Jaden McDaniels 23 24,10.5,1.1,2.2,0.8,0.7,22
Jalen McDaniels 23 24,2.8,0.6,1.3,0.4,0.2,20
Doug McDermott 23 24,6,1.4,1,0.3,0.1,30
JaVale McGee 23 24,4.6,0.4,2.9,0.2,0.6,27
Bryce McGowens 23 24,5.6,1,1.9,0.3,0.1,26
Jordan McLaughlin 23 24,1.6,1.3,0.4,0.5,0.3,12
De'Anthony Melton 23 24,12.1,3.2,4,1.7,0.5,31
Nathan Mensah 23 24,1.7,0.1,3.4,0.1,0.4,7
Sam Merrill 23 24,6.3,0.9,1.3,0.2,0.1,18
Chimezie Metu 23 24,5.9,0.5,3.3,0.5,0.2,23
Vasilije Micić 23 24,2.7,2.8,0.7,0.4,0.2,13
Khris Middleton 23 24,14.5,4.8,4.5,0.8,0.1,28
Brandon Miller 23 24,14.9,2.2,3.8,0.6,0.5,28
Jordan Miller 23 24,1.7,0,0.3,0,0,3
Leonard Miller 23 24,2.3,0.3,1.8,0,0,4
Dariq Whitehead 23 24,1.5,1.5,2,0,0.5,2
Patty Mills 23 24,2.1,0.7,1,0.1,0.1,7
Shake Milton 23 24,5.3,1.5,1.6,0.5,0.1,27
Justin Minaya 23 24,1.2,0,0.8,0,0.2,6
Josh Minott 23 24,1.7,0.3,0.3,0,0.1,12
Davion Mitchell 23 24,3.8,2,1,0.2,0.1,24
Donovan Mitchell 23 24,27.9,5.7,5.7,1.9,0.5,24
Evan Mobley 23 24,16,2.9,10.5,0.8,1.7,21
Isaiah Mobley 23 24,1.7,1.3,0.7,0.3,0,3
Malik Monk 23 24,14.5,5.2,2.6,0.6,0.6,30
Moses Moody 23 24,8.2,0.9,3.2,0.7,0.3,31
Xavier Moon 23 24,1,1.5,1,0,0,2
Wendell Moore Jr. 23 24,0.3,0.1,0.1,0.1,0,7
Ja Morant 23 24,25.2,7.8,5,0.7,0.7,6
Marcus Morris 23 24,6.2,0.8,2.6,0.3,0.3,24
Markieff Morris 23 24,2.8,0.8,1.8,0.3,0.1,13
Trey Murphy III 23 24,14.8,1.7,4,0.8,0.3,12
Dejounte Murray 23 24,20.5,5.2,4.6,1.5,0.3,32
Jamal Murray 23 24,19.7,6.2,3.9,0.9,0.8,21
Keegan Murray 23 24,15.3,1.6,5.3,1.2,0.4,27
Kris Murray 23 24,2.7,0.5,1.7,0.8,0.2,16
Mike Muscala 23 24,4.1,1.1,2.8,0.2,0.4,19
Svi Mykhailiuk 23 24,1.8,0.4,0.8,0.4,0,13
Larry Nance Jr. 23 24,4.3,0.8,4.7,0.9,0.3,16
Andrew Nembhard 23 24,7.7,4,1.8,0.9,0,23
Aaron Nesmith 23 24,11.7,1,3.2,1.1,0.8,30
Georges Niang 23 24,8.1,1.2,3.5,0.3,0.2,33
Daishen Nix 23 24,1.3,0,0.2,0.2,0,6
Zeke Nnaji 23 24,3.4,0.5,2.4,0.2,0.7,29
Jaylen Nowell 23 24,5.7,1.8,1.6,0.3,0,9
Markquis Nowell 23 24,2,2,2,1,0,1
Jusuf Nurkić 23 24,12.8,3.6,10.4,0.9,1.2,31
Jordan Nwora 23 24,6.2,1,2,0.5,0.1,11
Royce O'Neale 23 24,7.7,3.2,4.6,0.7,0.7,32
Chuma Okeke 23 24,1.4,0.3,1.1,0.1,0.1,16
Josh Okogie 23 24,5.7,1.3,3.1,0.9,0.5,27
Onyeka Okongwu 23 24,9.6,1.5,6.7,0.5,0.9,31
Isaac Okoro 23 24,8.8,2.1,3.3,0.9,0.5,24
Kelly Olynyk 23 24,8.1,4.7,5.4,0.9,0.3,32
Eugene Omoruyi 23 24,4.7,0.6,1.6,0.5,0.1,16
Cedi Osman 23 24,7.6,1.8,2.3,0.4,0.2,32
Kelly Oubre Jr. 23 24,13,0.8,4.1,1.2,0.4,21
Chris Paul 23 24,8.9,7.4,3.8,1.2,0.1,29
Cameron Payne 23 24,6.2,2.4,1.2,0.4,0.1,33
Gary Payton II 23 24,5.7,0.9,2.9,1.1,0.3,15
Drew Peterson 23 24,3,1,0,0,0,1
Filip Petrušev 23 24,1,0,0.3,0,0,3
Filip Petrušev 23 24,0,0,1,0,0,1
Filip Petrušev 23 24,1.5,0,0,0,0,2
Julian Phillips 23 24,0.6,0.3,0.5,0.1,0,19
Jalen Pickett 23 24,2.1,0.7,0.7,0.2,0,15
Mason Plumlee 23 24,5,1,5.5,0.7,0.2,6
Brandin Podziemski 23 24,9.1,3.2,5.5,1,0.2,26
Jakob Poeltl 23 24,10.5,2.4,8.3,0.7,1.3,33
Aleksej Pokusevski 23 24,0.9,0.7,1.1,0,0.1,7
Jordan Poole 23 24,17.2,3.7,2.5,1,0.3,31
Craig Porter Jr. 23 24,7.5,3.3,2.7,0.7,0.5,22
Michael Porter Jr. 23 24,16.3,1.5,7.5,0.4,0.8,35
Otto Porter Jr. 23 24,2.6,0.5,1.9,0.3,0.3,15
Bobby Portis 23 24,12.6,1.2,6.8,0.8,0.5,33
Kristaps Porziņģis 23 24,20,1.7,7.2,0.8,1.7,23
Micah Potter 23 24,0,0,2,0,0,2
Dwight Powell 23 24,4.6,1.4,3.4,0.5,0.4,31
Norman Powell 23 24,13.3,1,2.3,0.6,0.4,32
Joshua Primo 23 24,2,0,0,0,1,1
Taurean Prince 23 24,10.1,1.8,2.8,0.9,0.5,32
Payton Pritchard 23 24,7.4,3,3.2,0.4,0.1,32
Olivier-Maxence Prosper 23 24,2.8,0.7,2,0.1,0,21
Trevelin Queen 23 24,0,0,0,1,0,1
Neemias Queta 23 24,5.3,0.6,5.3,0.5,0.3,12
Immanuel Quickley 23 24,15,2.5,2.7,0.6,0.1,31
Immanuel Quickley 23 24,15,2.5,2.6,0.5,0.1,30
Immanuel Quickley 23 24,14,3,6,2,0,1
Lester Quinones 23 24,2,0.3,0.8,0,0,4
Julius Randle 23 24,24,4.7,9.6,0.5,0.2,33
Duop Reath 23 24,8.6,1,3.1,0.6,0.4,20
Austin Reaves 23 24,15.1,4.9,4.4,0.9,0.1,34
Cam Reddish 23 24,6.9,1.6,2.7,1.3,0.3,27
Paul Reed 23 24,5.5,1.3,4.5,0.7,0.7,32
Naz Reid 23 24,12.6,1,4.4,0.7,0.6,32
Jared Rhoden 23 24,2.6,0.6,0.8,0,0,5
Nick Richards 23 24,9,0.7,7,0.4,1.2,25
Josh Richardson 23 24,10,3,2.7,0.6,0.3,24
Duncan Robinson 23 24,14.6,3.1,2.8,0.5,0.2,31
Jerome Robinson 23 24,0.8,0,0.5,0,0.3,4
Mitchell Robinson 23 24,6.2,0.7,10.3,1.5,1.3,21
Orlando Robinson 23 24,5.7,1.7,4.2,0.4,0.5,14
Jeremiah Robinson-Earl 23 24,4.5,0.7,2.7,0.3,0.1,13
David Roddy 23 24,8,1.3,3.9,0.6,0.3,30
Ryan Rollins 23 24,4.1,1.1,1.1,0.8,0.3,10
Derrick Rose 23 24,8.6,3.4,1.9,0.4,0.1,16
Terry Rozier 23 24,23.6,7.2,3.9,1.2,0.4,20
Rayan Rupert 23 24,0.6,0.5,0.1,0.3,0,8
D'Angelo Russell 23 24,14.8,6.1,2.9,0.8,0.5,32
Matt Ryan 23 24,9.3,1.1,2.3,0.4,0.1,13
Domantas Sabonis 23 24,19.4,7.5,12.3,0.8,0.6,31
Luka Šamanić 23 24,3.1,0.2,2.1,0.1,0.1,15
Jermaine Samuels 23 24,2,0.3,1.3,0.2,0.2,6
Adama Sanogo 23 24,0,0,0,0,0,1
Gui Santos 23 24,3.3,0.3,2,0,0,4
Dario Šarić 23 24,10.5,2.1,5.8,0.6,0.2,32
Olivier Sarr 23 24,2.5,0.3,3.3,0,0.6,8
Marcus Sasser 23 24,7.4,2.3,1.6,0.6,0.2,30
Admiral Schofield 23 24,0.8,0.2,0.6,0,0,9
Dennis Schröder 23 24,14.5,7,2.7,1,0.1,33
Dereon Seabron 23 24,2.8,0.8,1.4,0.4,0.2,5
Alperen Şengün 23 24,21.3,5.3,9.1,1.1,0.8,31
Brice Sensabaugh 23 24,0,0,1.5,0,0,2
Collin Sexton 23 24,15.6,3.7,2.8,0.6,0.2,34
Landry Shamet 23 24,7.2,1.4,1.2,0.6,0.2,20
Day'Ron Sharpe 23 24,7.2,1.4,6.9,0.5,0.9,33
Shaedon Sharpe 23 24,16.4,3.2,5.2,0.9,0.3,27
Ben Sheppard 23 24,3.2,0.6,0.6,0.3,0,13
Pascal Siakam 23 24,22.4,5,6.5,0.8,0.2,33
Ben Simmons 23 24,6.5,6.7,10.8,0.5,0.8,6
Anfernee Simons 23 24,27.1,5.3,3.1,0.9,0.1,11
Jericho Sims 23 24,1.6,0.2,1.7,0.1,0.1,14
Dmytro Skapintsev 23 24,0,0,0,0,0,2
Jalen Slawson 23 24,0.8,0.4,0.8,0,0.2,5
Javonte Smart 23 24,0,0,0,0,0,1
Marcus Smart 23 24,13.4,4.5,2.3,2.3,0.3,15
Dennis Smith Jr. 23 24,6.9,3.7,3,0.9,0.2,19
Dru Smith 23 24,4.3,1.6,1.6,1,0.3,9
Ish Smith 23 24,3.8,3.2,1.6,0.3,0.1,25
Jabari Smith Jr. 23 24,13.5,1.5,8.5,0.6,0.8,30
Jalen Smith 23 24,10.2,0.9,5.2,0.3,0.4,20
Nick Smith Jr. 23 24,6.2,0.8,1.1,0.1,0.3,16
Jeremy Sochan 23 24,10.8,4.1,5.6,0.6,0.3,32
Jaden Springer 23 24,3.2,0.9,1.4,0.5,0.4,19
Lamar Stevens 23 24,2.4,0.5,1.2,0.3,0.3,12
Isaiah Stewart 23 24,10.4,1.7,7,0.3,0.6,28
Julian Strawther 23 24,6.1,1.1,1.5,0.5,0.2,32
Max Strus 23 24,13.8,3.9,5.1,1,0.6,33
Jalen Suggs 23 24,12.6,2.5,3.4,1.5,0.7,28
Cole Swider 23 24,4.2,0.6,0.4,0.2,0.2,5
Jae'Sean Tate 23 24,5.2,1,3.5,0.8,0.2,29
Jayson Tatum 23 24,26.9,4.4,8.4,1,0.5,30
Terry Taylor 23 24,1.5,0.2,0.9,0.2,0,11
Garrett Temple 23 24,1.8,0.5,0.3,0.2,0,6
Dalen Terry 23 24,1.9,0.9,1.5,0.2,0.3,18
Daniel Theis 23 24,7,0.7,3.4,0.4,0.8,22
Daniel Theis 23 24,2,0,0,0,0,1
Daniel Theis 23 24,7.3,0.8,3.5,0.4,0.9,21
Cam Thomas 23 24,22.4,2.3,2.6,0.6,0.4,24
Amen Thompson 23 24,5.2,1.8,3.3,0.7,0.2,12
Ausar Thompson 23 24,9.1,2.2,7.1,0.8,1.1,33
Klay Thompson 23 24,16.7,2.1,3.7,0.5,0.5,31
Tristan Thompson 23 24,3.3,0.9,3.6,0.2,0.3,28
JT Thor 23 24,3.1,0.4,2.4,0.2,0.4,25
Matisse Thybulle 23 24,5.9,1.1,2.2,1.7,0.9,32
Xavier Tillman Sr. 23 24,5.8,1.5,4.6,1.2,1,20
Jacob Toppin 23 24,0,0.3,0,0,0.3,3
Obi Toppin 23 24,11.5,1.3,3.9,0.5,0.6,32
Juan Toscano-Anderson 23 24,0.3,0.5,0.8,0.2,0,6
Karl-Anthony Towns 23 24,21.4,2.9,9.2,0.8,0.5,31
Gary Trent Jr. 23 24,11.5,1.7,2.4,0.8,0.1,30
Oscar Tshiebwe 23 24,3.7,0.7,1.7,0,0,3
P.J. Tucker 23 24,1.3,0.5,2.9,0.6,0.2,15
P.J. Tucker 23 24,2,0,4.7,1,0.7,3
P.J. Tucker 23 24,1.2,0.7,2.4,0.5,0.1,12
Myles Turner 23 24,17.6,1.1,7.4,0.5,2.2,31
Hunter Tyson 23 24,0.3,0.1,0.6,0,0,8
Stanley Umude 23 24,5,0.5,1.9,0.3,0.3,15
Jonas Valančiūnas 23 24,14.4,2.4,9.7,0.6,1.3,33
Jarred Vanderbilt 23 24,2.6,0.8,4.1,0.7,0.2,13
Fred VanVleet 23 24,17.4,8.5,3.9,1.1,0.5,30
Devin Vassell 23 24,18.3,3,3.4,1.2,0.2,27
Sasha Vezenkov 23 24,5.2,0.5,2.6,0.5,0.2,27
Gabe Vincent 23 24,5.4,3,1,1.2,0,5
Nikola Vučević 23 24,16.7,3.4,10.4,0.8,0.7,31
Dean Wade 23 24,5.5,0.8,4.8,0.9,0.3,26
Franz Wagner 23 24,21.2,4,6,1.2,0.4,32
Moritz Wagner 23 24,11.2,1.2,4.4,0.4,0.3,32
Ish Wainright 23 24,1.8,0,0.7,0.2,0.2,6
Jabari Walker 23 24,8.2,0.7,5.5,0.7,0.4,32
Jarace Walker 23 24,3.3,1.2,1.3,0.4,0.3,9
Lonnie Walker IV 23 24,14.6,1.6,2.6,0.6,0.4,17
Cason Wallace 23 24,6.7,1.5,2.2,0.6,0.5,31
P.J. Washington 23 24,13.3,2.3,5.4,0.9,0.8,28
TyTy Washington Jr. 23 24,1.5,0,0.5,0.5,0,2
Yuta Watanabe 23 24,4.2,0.5,1.9,0.3,0.3,22
Lindy Waters III 23 24,2.9,0.5,0.6,0,0.1,11
Trendon Watford 23 24,6.4,1.8,3.2,0.5,0.3,23
Peyton Watson 23 24,6.6,1.1,2.6,0.5,0.9,33
Victor Wembanyama 23 24,18.9,3,10.3,1.3,3.1,28
Blake Wesley 23 24,1.7,1.9,0.6,0.3,0.1,11
Russell Westbrook 23 24,11.4,4.7,6.5,1.1,0.5,32
Coby White 23 24,17.7,4.8,4.3,0.7,0.2,34
Derrick White 23 24,17,5.3,3.9,1.2,1.3,29
Cam Whitmore 23 24,6.9,0.3,2.1,0.4,0.1,8
Aaron Wiggins 23 24,4.8,0.7,2.4,0.4,0.1,29
Andrew Wiggins 23 24,12.7,1.4,4.4,0.3,0.4,28
Lindell Wigginton 23 24,2,0,0,0,0,3
Brandon Williams 23 24,4,1,1,0,0,1
Grant Williams 23 24,8.8,1.6,3.8,0.5,0.6,31
Jalen Williams 23 24,18,4,3.9,0.9,0.5,28
Jaylin Williams 23 24,3.6,1.4,3.3,0.3,0.2,26
Jeenathan Williams 23 24,3.3,0.5,0,0.3,0,4
Kenrich Williams 23 24,5,1.7,2.7,0.6,0.1,21
Mark Williams 23 24,12.7,1.2,9.7,0.8,1.1,19
Patrick Williams 23 24,10.4,1.5,4.1,0.9,0.9,34
Robert Williams 23 24,6.8,0.8,6.3,1.2,1.2,6
Vince Williams Jr. 23 24,5.3,1.6,5,0.5,0.6,24
Ziaire Williams 23 24,7.3,1.4,3.6,0.4,0.3,30
Zion Williamson 23 24,22.4,4.6,6.1,1,0.3,27
Jalen Wilson 23 24,4.6,0.8,2.2,0.1,0.1,9
Dylan Windler 23 24,1,0.3,0.3,0,0,3
James Wiseman 23 24,6.4,0.6,4.1,0.2,0.7,22
Christian Wood 23 24,6.8,1,5.4,0.2,0.6,29
Delon Wright 23 24,4.9,3.6,2.5,1.5,0.2,11
Thaddeus Young 23 24,1.9,1,1,0.3,0,7
Trae Young 23 24,28.3,11.3,3,1.4,0.2,30
Omer Yurtseven 23 24,4,0.7,4.4,0.2,0.5,20
Cody Zeller 23 24,1.8,1.1,3,0.2,0.1,23
Ivica Zubac 23 24,12.2,1.2,9.7,0.2,1.3,32
